Loan_ID,Industry_Type,Revenue (in $M),Debt-to-Equity Ratio,Credit_Score,Green_Energy_Investment (in $M),Energy_Efficiency_Score,Environmental_Certification,Loan_Amount (in $M),ROI (%),Project_Completion_Time (in months),Operational_Costs (in $M),Risk_Level,Energy_Capacity (MW),Approval_Status,Project_Impact,Risk_Assessment,Governance_Structure
LOAN-0766,Healthcare,128.83,2.84,571,146.37,82,Yes,49.86,3.09,22,22.42,High,304.92,Rejected,Low,Severe,Centralized
LOAN-0767,Technology,67.85,2.26,460,28.0,62,No,62.79,11.47,33,39.84,High,453.03,Rejected,Medium,Severe,Centralized
LOAN-0768,Renewable Energy,16.31,2.48,592,102.57,67,No,49.58,8.02,11,12.64,High,91.95,Rejected,Medium,Severe,Decentralized
LOAN-0769,Agriculture,234.61,2.43,714,119.11,35,Yes,31.09,12.49,22,37.12,High,458.35,Rejected,Low,Severe,Centralized
LOAN-0770,Construction,302.0,2.26,359,55.39,82,Yes,56.22,2.76,36,30.37,High,19.53,Approved,Low,Severe,Centralized
LOAN-0771,Renewable Energy,471.14,1.84,637,158.95,62,No,28.77,1.55,29,17.46,Medium,293.19,Rejected,Low,Moderate,Decentralized
LOAN-0772,Construction,346.4,2.18,414,58.54,46,Yes,85.61,7.04,25,26.21,Medium,239.51,Rejected,Low,Moderate,Centralized
LOAN-0773,Agriculture,335.64,2.84,663,29.99,70,Yes,30.81,13.01,35,25.57,Medium,404.73,Rejected,Medium,Moderate,Centralized
LOAN-0774,Construction,216.99,0.58,630,159.43,59,No,14.07,17.83,25,47.14,High,354.67,Rejected,Medium,Severe,Community-driven
LOAN-0775,Renewable Energy,321.95,0.51,577,128.15,1,Yes,17.57,23.86,14,39.88,High,70.27,Rejected,Low,Severe,Decentralized
LOAN-0776,Agriculture,35.62,1.86,384,84.53,59,Yes,59.39,12.51,6,37.6,Medium,422.86,Rejected,Medium,Moderate,Centralized
LOAN-0777,Healthcare,288.44,0.84,786,79.43,32,Yes,84.19,6.3,34,14.67,Low,285.56,Rejected,Low,Minimal,Centralized
LOAN-0778,Technology,35.12,1.73,685,153.32,15,Yes,35.5,-2.79,35,44.37,Low,99.02,Rejected,Low,Severe,Centralized
LOAN-0779,Construction,63.11,0.74,438,197.79,49,Yes,15.44,20.17,29,23.73,High,410.29,Rejected,Low,Severe,Community-driven
LOAN-0780,Agriculture,304.15,1.62,757,84.44,12,Yes,61.03,13.72,15,10.83,High,195.16,Rejected,Low,Severe,Centralized
LOAN-0781,Healthcare,357.87,2.29,775,91.02,56,Yes,73.09,5.25,30,39.24,Low,370.25,Rejected,Medium,Severe,Centralized
LOAN-0782,Healthcare,449.47,2.92,519,54.42,71,Yes,89.25,14.12,25,38.39,Low,481.45,Rejected,High,Severe,Decentralized
LOAN-0783,Healthcare,420.86,1.28,762,124.88,39,Yes,30.06,15.39,17,11.55,High,122.32,Rejected,Low,Severe,Community-driven
LOAN-0784,Construction,357.07,0.99,388,87.14,35,Yes,74.83,-0.73,32,43.41,Medium,160.96,Rejected,Low,Moderate,Centralized
LOAN-0785,Healthcare,89.75,1.87,376,15.1,28,No,85.15,15.6,22,49.32,Low,402.56,Rejected,Low,Severe,Decentralized
LOAN-0786,Healthcare,86.88,2.59,444,92.02,82,Yes,63.58,12.31,29,3.8,High,153.73,Rejected,High,Severe,Centralized
LOAN-0787,Technology,367.67,0.51,784,16.46,40,Yes,6.71,12.31,15,37.72,Medium,186.38,Rejected,Low,Moderate,Decentralized
LOAN-0788,Construction,297.17,0.44,349,153.76,47,Yes,27.9,17.68,17,49.82,Low,156.01,Approved,Low,Minimal,Community-driven
LOAN-0789,Construction,143.51,1.41,548,118.7,63,Yes,66.09,12.82,19,12.6,Low,447.55,Rejected,Medium,Severe,Centralized
LOAN-0790,Renewable Energy,495.08,2.99,508,18.09,5,Yes,56.02,6.04,28,18.14,Low,351.53,Rejected,Low,Severe,Decentralized
LOAN-0791,Technology,383.23,1.02,343,157.86,31,Yes,50.06,1.56,17,38.24,High,358.64,Rejected,Low,Severe,Decentralized
LOAN-0792,Construction,128.74,1.03,746,63.18,86,No,50.18,0.32,21,12.63,Medium,275.61,Rejected,Low,Moderate,Decentralized
LOAN-0793,Construction,246.32,2.52,385,43.1,41,Yes,74.99,1.18,24,41.01,Medium,459.76,Rejected,Low,Moderate,Centralized
LOAN-0794,Construction,98.62,2.06,697,198.17,49,No,21.09,-3.9,9,19.68,High,85.94,Rejected,Low,Severe,Decentralized
LOAN-0795,Agriculture,331.92,1.64,844,154.04,88,No,51.47,22.06,17,24.39,High,425.34,Rejected,High,Severe,Centralized
LOAN-0796,Agriculture,324.52,0.66,741,72.69,36,No,92.99,19.91,6,18.33,High,346.34,Rejected,Low,Severe,Decentralized
LOAN-0797,Healthcare,122.11,2.77,468,49.75,80,No,18.07,9.62,34,46.16,Medium,348.13,Rejected,Medium,Moderate,Decentralized
LOAN-0798,Healthcare,217.35,1.8,627,138.9,34,Yes,39.56,19.11,16,24.4,Low,270.87,Rejected,Low,Severe,Decentralized
LOAN-0799,Technology,137.31,0.34,687,46.88,48,No,14.32,24.28,28,34.93,High,429.41,Rejected,Low,Severe,Centralized
LOAN-0800,Construction,327.53,0.12,361,194.28,37,No,84.26,-0.99,7,32.42,High,353.48,Approved,Low,Severe,Community-driven
LOAN-0801,Healthcare,464.81,1.12,684,31.46,64,No,93.11,4.14,36,2.3,Low,404.44,Rejected,Low,Severe,Centralized
LOAN-0802,Technology,17.82,1.19,302,26.6,75,Yes,12.9,7.94,28,18.92,High,374.08,Rejected,Medium,Severe,Decentralized
LOAN-0803,Renewable Energy,428.97,0.17,681,199.45,19,Yes,92.36,0.44,10,45.68,Medium,192.11,Rejected,Low,Moderate,Centralized
LOAN-0804,Agriculture,471.95,0.37,338,15.84,77,No,22.96,19.22,24,31.19,High,281.71,Rejected,High,Severe,Community-driven
LOAN-0805,Technology,494.1,1.71,843,80.22,34,No,7.9,-2.62,11,48.88,High,104.36,Rejected,Low,Severe,Centralized
LOAN-0806,Agriculture,161.12,0.35,376,2.9,29,Yes,42.83,20.79,35,16.86,Low,365.08,Rejected,Low,Minimal,Centralized
LOAN-0807,Construction,263.61,0.18,753,174.62,24,No,61.93,-3.87,29,9.59,Medium,462.22,Rejected,Low,Moderate,Community-driven
LOAN-0808,Agriculture,99.8,0.38,606,127.85,34,Yes,30.74,13.96,29,40.49,High,46.22,Rejected,Low,Severe,Decentralized
LOAN-0809,Renewable Energy,50.26,2.35,593,169.74,76,No,77.59,7.79,28,26.94,Low,180.73,Rejected,Medium,Severe,Decentralized
LOAN-0810,Healthcare,329.67,1.04,634,195.26,2,No,46.3,22.16,6,22.59,High,5.13,Rejected,Low,Severe,Decentralized
LOAN-0811,Agriculture,91.3,0.29,661,199.8,64,Yes,88.68,0.05,29,16.33,High,499.89,Rejected,Low,Severe,Centralized
LOAN-0812,Healthcare,29.2,2.3,609,4.96,84,No,48.96,18.37,9,10.84,Medium,216.6,Rejected,High,Moderate,Community-driven
LOAN-0813,Renewable Energy,141.35,0.46,320,28.01,13,No,15.19,15.4,15,2.21,High,91.9,Rejected,Low,Severe,Decentralized
LOAN-0814,Construction,134.7,2.26,776,25.79,91,No,16.68,0.34,10,11.78,Medium,169.05,Rejected,Low,Moderate,Community-driven
LOAN-0815,Construction,425.85,2.64,494,60.38,14,Yes,97.22,12.81,23,15.81,High,234.81,Rejected,Low,Severe,Centralized
LOAN-0816,Healthcare,119.92,2.28,741,102.23,63,Yes,10.79,23.23,27,3.19,Low,298.49,Rejected,Medium,Severe,Decentralized
LOAN-0817,Healthcare,129.85,0.84,301,136.82,93,Yes,69.46,17.68,17,35.65,Low,72.94,Rejected,High,Minimal,Community-driven
LOAN-0818,Agriculture,428.32,1.49,437,116.66,63,No,57.47,0.45,13,44.29,High,396.02,Rejected,Low,Severe,Decentralized
LOAN-0819,Agriculture,156.72,1.44,649,53.84,25,Yes,10.93,-0.43,31,19.27,Low,330.57,Rejected,Low,Severe,Centralized
LOAN-0820,Healthcare,376.15,1.91,440,116.68,31,No,61.1,20.42,11,18.05,Medium,146.92,Rejected,Low,Moderate,Decentralized
LOAN-0821,Agriculture,176.5,0.76,443,54.65,24,Yes,25.97,19.97,10,19.89,Medium,472.88,Rejected,Low,Moderate,Decentralized
LOAN-0822,Technology,308.71,2.72,540,87.58,81,Yes,80.57,-4.44,28,40.36,High,399.29,Rejected,Low,Severe,Community-driven
LOAN-0823,Agriculture,243.56,0.89,398,42.78,27,Yes,98.57,17.31,6,29.09,Medium,311.8,Rejected,Low,Moderate,Community-driven
LOAN-0824,Renewable Energy,388.98,0.88,803,15.87,43,No,46.29,6.66,32,22.02,Medium,244.19,Approved,Low,Moderate,Centralized
LOAN-0825,Agriculture,92.18,0.54,563,67.86,42,Yes,76.18,10.69,13,40.91,Medium,148.2,Rejected,Low,Moderate,Community-driven
LOAN-0826,Technology,220.06,1.6,712,8.83,1,No,98.84,20.83,19,49.93,High,38.31,Rejected,Low,Severe,Centralized
LOAN-0827,Healthcare,143.51,1.25,524,167.45,32,Yes,20.2,15.65,15,40.8,Low,129.18,Rejected,Low,Severe,Community-driven
LOAN-0828,Renewable Energy,449.7,0.52,703,64.51,79,No,30.41,1.95,14,17.3,High,474.41,Rejected,Low,Severe,Centralized
LOAN-0829,Renewable Energy,135.27,1.04,716,184.22,23,Yes,5.13,19.28,17,35.5,High,431.94,Rejected,Low,Severe,Decentralized
LOAN-0830,Agriculture,491.71,2.47,664,134.97,27,No,58.19,3.84,36,26.66,High,63.47,Rejected,Low,Severe,Centralized
LOAN-0831,Renewable Energy,412.76,1.95,806,74.88,22,Yes,27.41,-3.98,18,12.89,High,489.33,Rejected,Low,Severe,Centralized
LOAN-0832,Healthcare,363.29,1.48,815,35.88,62,Yes,33.68,6.42,22,5.06,High,109.15,Rejected,Medium,Severe,Decentralized
LOAN-0833,Healthcare,22.72,0.68,763,6.41,29,No,90.4,21.03,12,34.79,Medium,106.1,Rejected,Low,Moderate,Decentralized
LOAN-0834,Agriculture,279.64,1.69,759,84.36,51,Yes,12.36,16.44,12,15.95,High,75.22,Rejected,Medium,Severe,Community-driven
LOAN-0835,Renewable Energy,483.39,2.34,780,179.79,99,No,71.16,4.18,16,1.73,High,53.58,Rejected,Low,Severe,Decentralized
LOAN-0836,Healthcare,364.89,1.92,544,140.61,81,Yes,82.9,16.38,12,38.68,High,213.66,Rejected,High,Severe,Decentralized
LOAN-0837,Construction,177.8,1.96,626,170.87,20,No,19.76,15.75,10,19.89,Medium,250.66,Rejected,Low,Moderate,Community-driven
LOAN-0838,Healthcare,164.59,2.14,597,132.97,46,Yes,66.6,24.91,23,21.19,Low,26.59,Rejected,Low,Severe,Community-driven
LOAN-0839,Construction,137.11,2.66,605,117.84,23,No,48.55,4.8,34,6.77,High,71.06,Rejected,Low,Severe,Centralized
LOAN-0840,Agriculture,274.99,1.15,342,73.38,13,No,34.06,10.98,24,45.22,Medium,4.29,Rejected,Low,Moderate,Community-driven
LOAN-0841,Technology,172.04,1.82,565,114.31,97,Yes,45.9,21.81,15,20.32,High,252.05,Rejected,High,Severe,Decentralized
LOAN-0842,Renewable Energy,148.65,0.35,618,138.22,49,No,9.86,22.67,22,40.68,Low,361.25,Rejected,Low,Minimal,Decentralized
LOAN-0843,Construction,294.15,2.87,375,195.31,46,No,18.57,4.84,26,1.14,High,436.44,Rejected,Low,Severe,Community-driven
LOAN-0844,Technology,438.47,2.13,616,125.73,75,Yes,51.53,14.11,27,29.23,Low,117.02,Rejected,High,Severe,Community-driven
LOAN-0845,Renewable Energy,448.02,1.7,474,62.04,66,No,10.35,24.26,8,15.94,High,257.36,Rejected,Medium,Severe,Centralized
LOAN-0846,Renewable Energy,356.74,2.16,701,153.92,55,No,58.36,2.91,6,46.62,Medium,105.37,Rejected,Low,Moderate,Community-driven
LOAN-0847,Construction,479.73,2.15,331,183.99,56,No,22.71,6.29,17,21.8,High,296.98,Rejected,Medium,Severe,Centralized
LOAN-0848,Healthcare,97.46,0.38,814,147.79,78,No,19.14,20.83,26,13.01,Low,385.92,Rejected,High,Minimal,Community-driven
LOAN-0849,Agriculture,274.6,2.93,540,65.16,28,Yes,55.44,6.08,25,5.54,High,227.59,Rejected,Low,Severe,Decentralized
LOAN-0850,Technology,32.37,1.34,451,107.96,26,No,20.78,14.62,32,30.81,Low,160.6,Rejected,Low,Severe,Decentralized
LOAN-0851,Renewable Energy,242.54,1.68,771,60.95,17,No,32.01,20.97,9,35.86,Medium,35.41,Approved,Low,Moderate,Community-driven
LOAN-0852,Renewable Energy,302.92,1.81,475,81.38,18,No,80.65,11.16,13,13.25,Medium,128.09,Rejected,Low,Moderate,Community-driven
LOAN-0853,Agriculture,71.74,0.62,849,20.1,28,Yes,26.7,-3.84,11,10.09,Medium,227.19,Approved,Low,Moderate,Community-driven
LOAN-0854,Renewable Energy,465.9,0.58,523,153.52,26,Yes,77.75,21.29,18,24.08,Medium,368.53,Rejected,Low,Moderate,Centralized
LOAN-0855,Technology,425.01,0.2,761,183.26,6,No,39.79,-0.36,22,11.92,High,300.01,Rejected,Low,Severe,Community-driven
LOAN-0856,Technology,193.82,2.9,610,182.28,69,Yes,11.66,13.54,19,3.94,Low,28.0,Rejected,Medium,Severe,Centralized
LOAN-0857,Construction,308.39,2.7,336,36.2,64,No,97.93,24.94,27,23.8,High,343.38,Rejected,Medium,Severe,Centralized
LOAN-0858,Agriculture,37.78,0.14,421,17.89,11,Yes,85.1,10.48,31,2.72,Medium,379.6,Rejected,Low,Moderate,Decentralized
LOAN-0859,Renewable Energy,280.3,0.14,754,167.43,95,Yes,52.19,4.15,10,17.54,High,462.27,Rejected,Low,Severe,Centralized
LOAN-0860,Technology,374.16,2.06,736,46.11,48,No,82.47,19.62,32,23.48,Low,381.35,Rejected,Low,Severe,Centralized
LOAN-0861,Renewable Energy,190.04,1.07,838,18.15,92,No,64.56,23.25,13,38.44,Medium,225.49,Rejected,High,Moderate,Centralized
LOAN-0862,Technology,26.26,0.25,478,60.5,42,Yes,46.37,4.03,28,42.64,Medium,243.96,Rejected,Low,Moderate,Community-driven
LOAN-0863,Technology,174.42,1.16,680,77.06,87,No,82.47,2.59,26,7.21,Medium,139.2,Rejected,Low,Moderate,Community-driven
LOAN-0864,Healthcare,29.53,1.28,446,32.58,56,No,30.53,10.87,11,45.92,High,276.81,Rejected,Medium,Severe,Centralized
LOAN-0865,Construction,54.59,0.46,535,89.78,29,No,8.83,5.92,16,11.22,Medium,51.67,Rejected,Low,Moderate,Decentralized
LOAN-0866,Renewable Energy,35.9,2.86,356,69.32,82,Yes,6.42,14.69,16,17.64,High,404.32,Rejected,High,Severe,Decentralized
LOAN-0867,Healthcare,474.66,2.64,334,59.7,54,No,54.52,0.06,23,24.82,Low,465.25,Approved,Low,Severe,Centralized
LOAN-0868,Construction,262.99,1.97,313,117.34,75,No,77.42,13.23,17,7.67,Low,490.92,Rejected,High,Severe,Centralized
LOAN-0869,Construction,379.66,0.42,844,136.28,2,No,76.24,21.96,20,38.22,Low,325.35,Approved,Low,Minimal,Centralized
LOAN-0870,Healthcare,365.71,0.48,725,66.56,78,Yes,12.22,-3.18,30,19.47,Medium,454.07,Rejected,Low,Moderate,Decentralized
LOAN-0871,Agriculture,426.22,2.97,564,11.33,82,No,19.33,21.91,20,14.11,Low,388.43,Rejected,High,Severe,Centralized
LOAN-0872,Renewable Energy,250.75,0.76,704,145.53,1,No,82.71,10.21,6,31.31,High,183.93,Rejected,Low,Severe,Decentralized
LOAN-0873,Construction,228.41,1.63,338,121.26,5,No,94.54,12.73,27,28.76,Medium,175.76,Rejected,Low,Moderate,Centralized
LOAN-0874,Renewable Energy,342.8,0.31,838,71.98,22,No,41.06,23.22,29,8.46,Medium,293.43,Rejected,Low,Moderate,Centralized
LOAN-0875,Construction,80.33,0.17,347,194.98,41,No,73.89,1.75,29,43.49,Low,175.54,Rejected,Low,Minimal,Decentralized
LOAN-0876,Construction,128.19,0.66,830,114.05,30,No,84.27,-4.14,29,26.5,Medium,370.59,Rejected,Low,Moderate,Decentralized
LOAN-0877,Renewable Energy,379.43,2.03,693,164.11,50,Yes,49.83,20.73,15,27.5,Low,242.65,Rejected,Low,Severe,Community-driven
LOAN-0878,Construction,129.25,1.99,420,8.61,54,No,74.24,-2.64,35,26.9,High,183.34,Rejected,Low,Severe,Centralized
LOAN-0879,Agriculture,66.76,2.26,848,148.49,5,No,27.35,11.4,33,42.28,High,348.9,Rejected,Low,Severe,Centralized
LOAN-0880,Technology,258.39,2.05,550,161.55,69,Yes,59.39,1.53,22,20.15,Medium,423.86,Rejected,Low,Moderate,Decentralized
LOAN-0881,Construction,116.73,0.49,821,116.15,71,Yes,97.49,-4.63,18,9.43,High,174.39,Rejected,Low,Severe,Community-driven
LOAN-0882,Healthcare,246.57,1.65,646,175.8,51,Yes,9.71,9.88,30,13.18,High,32.96,Approved,Medium,Severe,Centralized
LOAN-0883,Construction,283.74,0.69,389,76.69,15,Yes,55.95,5.92,29,49.28,Medium,294.94,Rejected,Low,Moderate,Decentralized
LOAN-0884,Technology,384.2,2.0,674,137.61,15,Yes,37.52,24.96,19,49.99,Low,178.52,Rejected,Low,Severe,Centralized
LOAN-0885,Agriculture,264.18,0.92,554,96.93,82,Yes,31.88,19.74,17,38.55,High,480.28,Rejected,High,Severe,Centralized
LOAN-0886,Agriculture,52.59,1.43,551,150.76,17,No,21.26,15.53,31,9.34,Low,417.3,Rejected,Low,Severe,Centralized
LOAN-0887,Healthcare,91.7,1.42,624,111.72,31,No,89.65,-3.49,14,7.9,Low,358.82,Rejected,Low,Severe,Centralized
LOAN-0888,Renewable Energy,417.51,2.84,353,152.38,4,Yes,90.09,-3.38,27,6.14,Medium,90.43,Rejected,Low,Moderate,Centralized
LOAN-0889,Agriculture,441.93,0.88,366,110.85,55,No,19.55,9.84,26,48.73,Low,354.57,Rejected,Medium,Minimal,Decentralized
LOAN-0890,Construction,294.26,2.79,662,47.75,94,Yes,59.89,15.32,26,3.47,High,200.94,Rejected,High,Severe,Decentralized
LOAN-0891,Healthcare,293.98,0.21,629,88.16,80,No,70.75,-1.25,7,12.08,High,133.62,Approved,Low,Severe,Decentralized
LOAN-0892,Construction,21.11,2.55,641,160.73,72,No,61.17,18.47,7,7.04,Medium,225.01,Rejected,High,Moderate,Centralized
LOAN-0893,Agriculture,96.81,0.66,608,174.5,5,Yes,73.77,2.09,21,46.74,High,379.4,Rejected,Low,Severe,Centralized
LOAN-0894,Agriculture,226.56,2.32,341,16.39,64,No,98.79,16.24,11,8.91,Low,41.64,Rejected,Medium,Severe,Community-driven
LOAN-0895,Construction,22.16,0.48,381,5.69,74,No,86.86,17.66,10,27.6,Low,106.0,Rejected,High,Minimal,Community-driven
LOAN-0896,Renewable Energy,390.61,0.5,415,58.93,70,Yes,90.62,4.23,30,27.0,High,237.95,Rejected,Low,Severe,Centralized
LOAN-0897,Healthcare,322.55,2.19,571,100.0,79,No,5.75,-4.42,25,32.55,High,390.23,Rejected,Low,Severe,Community-driven
LOAN-0898,Agriculture,123.72,1.36,779,38.73,1,Yes,33.67,23.64,36,17.65,Medium,477.66,Rejected,Low,Moderate,Centralized
LOAN-0899,Construction,215.57,2.52,397,89.05,95,Yes,51.81,16.83,23,34.06,Low,431.36,Approved,High,Severe,Centralized
LOAN-0900,Agriculture,121.33,1.67,466,138.59,11,No,56.22,22.92,28,27.85,Medium,239.43,Rejected,Low,Moderate,Community-driven
LOAN-0901,Renewable Energy,435.57,0.84,323,18.54,95,No,61.84,7.55,26,16.42,High,53.04,Rejected,Medium,Severe,Centralized
LOAN-0902,Technology,138.15,0.58,435,64.1,3,No,26.56,15.41,6,1.96,Medium,378.17,Rejected,Low,Moderate,Decentralized
LOAN-0903,Construction,185.6,0.8,780,10.37,98,No,37.78,21.91,20,44.75,Medium,157.2,Rejected,High,Moderate,Centralized
LOAN-0904,Renewable Energy,191.2,2.2,408,114.87,54,Yes,9.73,13.63,28,17.28,Medium,72.15,Rejected,Medium,Moderate,Centralized
LOAN-0905,Technology,341.59,2.61,847,25.41,52,No,70.74,0.93,12,3.85,Medium,305.65,Rejected,Low,Moderate,Community-driven
LOAN-0906,Agriculture,331.84,1.01,497,40.62,95,No,8.66,-0.2,7,9.27,Low,143.19,Rejected,Low,Severe,Decentralized
LOAN-0907,Technology,224.35,2.34,762,12.16,51,No,62.82,5.01,30,26.28,Low,441.88,Rejected,Medium,Severe,Centralized
LOAN-0908,Healthcare,346.16,0.94,757,194.39,1,No,70.72,2.55,23,9.37,High,481.51,Rejected,Low,Severe,Community-driven
LOAN-0909,Agriculture,166.17,0.84,607,100.83,1,No,36.88,7.46,16,4.46,Low,291.26,Rejected,Low,Minimal,Community-driven
LOAN-0910,Technology,306.07,0.91,769,125.83,69,Yes,21.34,0.19,16,28.27,High,399.46,Rejected,Low,Severe,Centralized
LOAN-0911,Technology,45.69,2.64,835,54.53,42,Yes,52.43,13.26,20,41.75,High,334.61,Rejected,Low,Severe,Centralized
LOAN-0912,Agriculture,213.81,0.58,590,102.84,20,Yes,7.46,20.99,18,42.24,High,208.73,Rejected,Low,Severe,Decentralized
LOAN-0913,Construction,25.92,0.56,489,66.93,24,No,48.68,6.87,13,16.6,Low,117.01,Rejected,Low,Minimal,Centralized
LOAN-0914,Agriculture,448.61,0.27,793,119.37,94,Yes,7.57,3.09,24,26.62,High,34.74,Rejected,Low,Severe,Community-driven
LOAN-0915,Healthcare,295.72,0.62,378,135.24,9,Yes,48.31,17.71,30,11.35,Medium,255.99,Rejected,Low,Moderate,Centralized
LOAN-0916,Technology,375.53,2.63,319,78.8,62,Yes,17.14,12.34,33,40.48,High,260.82,Rejected,Medium,Severe,Community-driven
LOAN-0917,Renewable Energy,110.15,0.52,464,121.32,95,No,92.0,14.91,24,11.67,Low,424.14,Rejected,High,Minimal,Centralized
LOAN-0918,Construction,384.64,2.43,302,140.34,53,No,12.36,-4.1,18,46.88,Low,259.76,Rejected,Low,Severe,Centralized
LOAN-0919,Renewable Energy,23.96,2.81,648,16.8,84,No,24.55,4.03,36,30.05,High,472.57,Rejected,Low,Severe,Community-driven
LOAN-0920,Technology,225.09,0.76,328,95.86,29,No,99.18,-3.93,17,12.3,Low,468.35,Approved,Low,Minimal,Decentralized
LOAN-0921,Healthcare,49.75,1.69,510,159.34,48,No,12.02,24.33,8,23.8,High,477.07,Rejected,Low,Severe,Centralized
LOAN-0922,Construction,28.46,3.0,805,136.65,5,Yes,62.59,8.75,15,9.83,Low,159.36,Rejected,Low,Severe,Community-driven
LOAN-0923,Healthcare,324.41,1.6,552,85.61,85,Yes,24.6,9.29,24,17.19,Medium,207.14,Rejected,Medium,Moderate,Centralized
LOAN-0924,Agriculture,241.06,0.14,407,67.87,4,No,57.74,24.21,24,48.28,Medium,204.87,Rejected,Low,Moderate,Decentralized
LOAN-0925,Healthcare,84.94,1.92,840,101.23,48,No,14.99,9.69,23,8.03,Medium,202.14,Rejected,Low,Moderate,Decentralized
LOAN-0926,Healthcare,166.39,0.56,471,125.79,80,Yes,94.96,8.26,24,27.05,Medium,126.69,Approved,Medium,Moderate,Decentralized
LOAN-0927,Healthcare,464.78,1.86,706,139.94,76,No,95.32,-3.59,27,30.66,High,407.39,Rejected,Low,Severe,Decentralized
LOAN-0928,Construction,200.27,1.34,516,77.5,77,Yes,17.79,18.55,6,18.28,Low,269.47,Rejected,High,Severe,Decentralized
LOAN-0929,Technology,472.62,1.8,640,41.05,49,No,12.85,-3.34,34,33.54,Low,456.57,Rejected,Low,Severe,Decentralized
LOAN-0930,Construction,428.71,0.89,529,115.87,51,Yes,39.42,-0.28,35,3.61,Low,203.88,Rejected,Low,Minimal,Centralized
LOAN-0931,Agriculture,350.42,1.92,593,60.16,67,No,38.0,16.53,29,48.29,High,430.87,Approved,Medium,Severe,Community-driven
LOAN-0932,Construction,259.15,1.17,340,93.98,63,No,28.41,23.5,7,38.93,High,371.37,Rejected,Medium,Severe,Decentralized
LOAN-0933,Technology,431.07,1.32,803,59.12,46,Yes,75.02,8.63,26,15.89,Low,243.6,Rejected,Low,Severe,Community-driven
LOAN-0934,Agriculture,423.54,2.79,304,128.88,57,Yes,70.75,1.97,14,29.12,Medium,175.89,Rejected,Low,Moderate,Decentralized
LOAN-0935,Technology,491.9,2.99,378,5.74,91,No,75.96,4.19,24,17.8,Medium,380.77,Approved,Low,Moderate,Centralized
LOAN-0936,Construction,225.55,1.78,573,6.93,61,Yes,81.07,1.42,26,28.39,High,124.9,Rejected,Low,Severe,Community-driven
LOAN-0937,Technology,283.52,1.19,461,4.19,48,No,80.72,22.97,25,42.26,High,180.45,Rejected,Low,Severe,Decentralized
LOAN-0938,Technology,19.28,1.64,394,29.4,34,No,82.59,-4.37,24,12.26,Low,374.89,Rejected,Low,Severe,Community-driven
LOAN-0939,Healthcare,97.11,2.1,737,191.04,7,No,35.49,3.94,28,43.79,Low,14.09,Rejected,Low,Severe,Decentralized
LOAN-0940,Technology,419.1,0.5,461,154.71,6,Yes,81.13,15.31,11,24.46,High,420.0,Rejected,Low,Severe,Decentralized
LOAN-0941,Renewable Energy,24.13,1.01,585,102.22,57,No,18.1,4.89,27,32.28,High,108.51,Rejected,Low,Severe,Centralized
LOAN-0942,Healthcare,493.99,1.13,840,61.59,50,Yes,98.3,-4.07,16,37.88,Low,298.57,Rejected,Low,Severe,Decentralized
LOAN-0943,Technology,98.65,0.14,323,96.17,29,Yes,48.44,7.76,35,42.98,Medium,490.06,Rejected,Low,Moderate,Community-driven
LOAN-0944,Construction,127.0,1.04,357,5.45,41,Yes,93.06,-0.49,11,49.04,Medium,398.1,Rejected,Low,Moderate,Centralized
LOAN-0945,Construction,497.19,2.07,711,25.52,69,No,23.9,20.12,11,14.52,High,387.72,Rejected,Medium,Severe,Decentralized
LOAN-0946,Renewable Energy,15.72,0.57,831,68.53,74,No,20.61,7.76,31,6.02,Low,179.59,Rejected,Medium,Minimal,Decentralized
LOAN-0947,Construction,490.05,1.42,443,34.79,68,Yes,65.78,16.84,8,9.6,High,235.59,Rejected,Medium,Severe,Centralized
LOAN-0948,Agriculture,182.43,1.86,639,174.87,17,No,44.18,-4.97,22,41.22,Low,416.63,Rejected,Low,Severe,Community-driven
LOAN-0949,Construction,475.49,2.66,489,183.96,25,No,62.76,4.71,13,18.97,Low,244.21,Rejected,Low,Severe,Decentralized
LOAN-0950,Construction,426.94,0.93,430,152.73,67,No,13.99,8.12,11,1.33,Medium,311.85,Rejected,Medium,Moderate,Community-driven
LOAN-0951,Agriculture,254.69,2.08,550,145.15,47,Yes,12.09,22.73,6,12.44,Low,496.62,Rejected,Low,Severe,Decentralized
LOAN-0952,Construction,277.63,2.15,682,33.46,32,Yes,15.93,10.35,30,39.45,Low,187.02,Rejected,Low,Severe,Decentralized
LOAN-0953,Agriculture,206.59,2.32,804,172.26,35,Yes,22.49,1.78,27,10.04,Medium,350.22,Rejected,Low,Moderate,Community-driven
LOAN-0954,Construction,474.86,2.37,825,5.67,31,Yes,98.5,-2.7,32,20.76,Medium,264.84,Rejected,Low,Moderate,Community-driven
LOAN-0955,Technology,421.27,2.98,783,50.39,22,No,72.64,-3.91,10,38.34,Medium,134.61,Rejected,Low,Moderate,Decentralized
LOAN-0956,Renewable Energy,110.47,1.18,408,11.91,70,Yes,37.84,4.09,17,40.12,Low,197.88,Rejected,Low,Severe,Centralized
LOAN-0957,Technology,440.23,2.61,587,153.1,67,No,78.03,14.51,9,25.15,Low,193.49,Rejected,Medium,Severe,Centralized
LOAN-0958,Technology,454.83,2.47,493,158.33,34,No,25.37,13.01,36,32.18,Medium,207.78,Rejected,Low,Moderate,Community-driven
